Song ID,Name,Artist,Album,Release Date,Popularity,Duration (ms),Playcount,Listeners,TopTags,WikiContent
2L2mM3rEO3arNIMQnb3dou,Biutyful,Coldplay,Music Of The Spheres,15-10-2021,55,192394,644242,116947,"pop, indie pop, synthpop, guilty pleasure, hyperpop","""Biutyful"" is a song by Coldplay from their ninth studio album, Music of the Spheres. It is the eighth track on the album and was released on 6 July 2022 through Parlophone and Atlantic Records as the album's fourth single, accompanied by an official music video. On the concept of the record, the track represents Floris, the eighth planet on The Spheres solar system.

Background and recording

The initial stages of ""Biutyful"" were developed at the beginning of the recording sessions for Coldplay's eighth studio album, Everyday Life, and was considered a strong contender for inclusion on the album for a long time. According to Phil Harvey during a broadcast on Stationhead, Chris Martin wrote the song using an app on his phone that modulates his voice, giving him the vocal effect heard in the final product; this exact vocal sound was used since the very first demo recording of the song. Although Chris was determined to include it on Everyday Life, the song was ultimately saved for Music of the Spheres.

Composition and concept

""Biutyful"" was described as a “shyly blissed-out” song and a “mellow, love-dazed ballad with computer processed vocals about a saccharine state of happiness.”

Guy Berryman stated the processed, high-pitched vocals were produced in a way to change Chris' vocal identity to sound like it is an alien singing the song. Conceptually, ""Biutyful"" is mainly performed by the fictional alien puppet band The Weirdos with Coldplay performing as a featured artist. The female high-pitched voice is done by The Weirdos' lead singer Angel Moon, drawing parallels with the Everyday Life track ""Cry Cry Cry"", which also features Angel Moon's (formerly ""Angelina"") vocals. Regarding the unusual spelling of the song's title, Angel Moon explained that it is how the word ""Beautiful"" is spelt on the planet where The Weirdos come from; she also mentioned the song is about “how there is beauty and magic in all things and all people.” <a href=""http://www.last.fm/music/Coldplay/_/Biutyful"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
2QhURnm7mQDxBb5jWkbDug,Don't Panic,Coldplay,Parachutes,10-07-2000,68,136866,12573327,1501707,"rock, alternative, Coldplay, britpop, indie","""Don't Panic"" is a song written and recorded by English alternative rock band Coldplay. Originally titled ""Panic"", the earliest known prototype of the song existed in 1998, performed live during the band's first gig in the same year. It had a different melody, and was included in the band's second EP, The Blue Room. The track was reproduced by Coldplay and British producer Ken Nelson for the band's debut studio album, Parachutes.

Following their successful releases in 2000, Coldplay and their record label Parlophone thought there was enough exposure of the album in the United Kingdom. Thus, the decision of releasing a fourth single would be for regions that had not been overdosed by the hit singles ""Yellow"" and ""Trouble"". They settled on ""Don't Panic"", which at the time was an audience favorite. The single was released in some European regions, and the United Kingdom only received a promo edition. The critical reception of the song was generally positive. <a href=""http://www.last.fm/music/Coldplay/_/Don%27t+Panic"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
4GKk1uNzpxIptBuaY97Dkj,Midnight,Coldplay,Ghost Stories,16-05-2014,59,294666,2016762,300386,"ambient, electronic, 2014, pop, electronica","""Midnight"" is a song written by Guy Berryman, Jonny Buckland, Will Champion and Chris Martin of British alternative rock band Coldplay along with producer Jon Hopkins. The song was originally recorded by the band for their sixth studio album. A music video for the song was released on 25 February 2014. <a href=""http://www.last.fm/music/Coldplay/_/Midnight"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
0BCPKOYdS2jbQ8iyB56Zns,Clocks,Coldplay,A Rush of Blood to the Head,27-08-2002,81,307879,18232940,2282651,"rock, Coldplay, alternative, britpop, alternative rock","""Clocks"" emerged in conception during the late stages into the production of Coldplay's second album, A Rush of Blood to the Head. The band's vocalist, Chris Martin, came in studio late one night. A riff popped  up in Martin's mind and wrote it on the  piano. Martin presented the riff to the band's guitarist, Jonny Buckland, who then added guitar chords on the basic track.

During the writing of ""Clocks"", the band had already made 10 songs for the album. With this, they thought it was too late for the song's inclusion in the album. So, they recorded a demo version of the track and saved it with other unfinished tracks, labeling it ""Songs for #3""; the band considered these tracks for their third album, X&Y.

Although the band left ""Clocks"" unfinished, a friend of Martin heard of it and convinced him to finish the track. Marked by its lyrics which speak of urgency, Martin's friend pointed out that its meaning would contradict Martin's idea of stashing the track.

Persuaded by his friend, Martin assumed on further developing the track. Other band members supplemented their ideas on the main piano track; they added a bass figure and drums. The last song included in the album, Coldplay recorded the song very fast. By the time Martin recorded his vocals, a few people inside the studio felt the song ""is something special"". According to Martin, ""Clocks"" was inspired by the English rock band Muse.
__________________________________________
MUSIC
__________________________________________
""Clocks"" is a piano rock song. Its musicscape is built around a repeating piano riff, and features a minimalist soundscape of drums and bass. It also includes synthesizers and a sparse string arrangement.

The song's lyrical themes include contrast, contradictions and urgency. Chris Martin sings of being in the state of ""helplessness ... in a dysfunctional relationship he doesn't necessarily want to escape"". The lyrics are cryptic; the ending lines of the second verse emphasize contradiction of emotion: ""Come out upon my seas/Cursed missed opportunities/Am I a part of the cure/Or am I part of the disease?"".The song's title also ""metaphorically alludes"" to its lyrics, ""pushing one to wonder about the world’s obsession with time while connecting it to the theory: make the best of it when we’re here, present and alive"".

This won the Grammy for 2003 Record Of The Year. In accepting the award, lead singer Chris Martin dedicated it to the late Johnny Cash and to US presidential candidate John Kerry, ""Who hopefully will be your president someday.""

 <a href=""http://www.last.fm/music/Coldplay/_/Clocks"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
5ophZLHA9mwSZhQSmboyDN,People of The Pride,Coldplay,Music Of The Spheres,15-10-2021,55,217266,619903,101674,"rock, glam rock, alternative rock, indie rock, gay","""People of the Pride"" is a song by Coldplay from their ninth studio album, Music of the Spheres. It is the seventh track on the album and was released to adult album alternative radio in the United States as the album's second promotional single on 7 March 2022, and to modern rock radio on 8 March 2022. The official music video for the song was released on 15 March 2022. On the concept of the record, the track represents Ultra, the seventh planet on The Spheres solar system.

""People of the Pride"" is the only track on Music of the Spheres to contain profanity and is Coldplay's fourth track overall to include explicit content, following ""Trouble in Town"", ""Arabesque"", and ""Guns"", from their eighth studio album, Everyday Life. Live versions of the song were included on the band's extended plays Live from Climate Pledge Arena and Infinity Station Sessions. <a href=""http://www.last.fm/music/Coldplay/_/People+of+the+Pride"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
2nvC4i2aMo4CzRjRflysah,In My Place,Coldplay,A Rush of Blood to the Head,27-08-2002,71,226680,10028148,1387892,"rock, Coldplay, alternative, britpop, alternative rock","This song was written collaboratively by all the band members for their second album, A Rush of Blood to the Head.  It was the lead single from the album, peaking at number two on the UK singles chart. It also reached number 17 on Billboard's Modern Rock tracks chart.
The song won the award for Best Rock Performance by a Duo or Group with Vocal at the 45th Annual Grammy Awards. <a href=""http://www.last.fm/music/Coldplay/_/In+My+Place"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
6nek1Nin9q48AVZcWs9e9D,Paradise,Coldplay,Mylo Xyloto,24-10-2011,81,278719,14967079,1613618,"rock, alternative rock, british, alternative, britpop","""Paradise"" is a song by the British rock band Coldplay, released on 12 September 2011 as the second single from their fifth album, Mylo Xyloto. The song received its radio debut at 7:50 a.m. on The Chris Moyles Show (BBC Radio 1) on 12 September 2011. According to Coldplay's official website, the single was not initially chart eligible in the United Kingdom, because it was available on iTunes as an ""instant grat"" (immediate download) when pre-ordering the album. Following the release of the album on 30 October 2011, the song became chart eligible in the UK and entered the UK Singles Chart at number 14, before taking the number 1 spot on its tenth week, becoming the band's second number-one single after ""Viva la Vida"" in 2008.

On 30 November 2011, the song was nominated for a Grammy Award, in the category Best Pop Duo/Group Performance. On 12 February 2012, Coldplay performed ""Paradise"" live at the RE, along with ""Princess of China"". At the 2012 MTV Video Music Awards on 6 September, the song won the award for Best Rock Video. Following the 2012 Stanley Cup playoffs on CBC, the song was featured in a yearly finale montage on CBC recapping the Stanley Cup Playoffs as well as British and American television advertisements and trailers for the film Life of Pi, which was nominated for eleven Academy Awards.

Coldplay initially announced that the single's music video would be directed by Hype Williams, but that version was scrapped after shooting and the band decided instead to record a new version directed by long-time collaborator Mat Whitecross. The band called Whitecross just a day before the shooting and the video's concept was finished just hours before the director travelled from London to South Africa. Chris Martin created the video's concept storyline, which was ultimately filmed in the style of a nature documentary. Due to a combination of time constraints in shooting the video and Martin's conceptualization, the elephant suits were intendedly ""lo-fi and spontaneous"", and the unicycle had to be found in a hurry. The video was released on YouTube on 18 October 2011.

In the video, Chris Martin, dressed as an elephant, escapes from the zoo. He finds an abandoned sharing system bicycle, rides it to Belsize Park London Underground station, and takes the train to Heathrow Airport in an attempt to hitch-hike his way to another country, doing so finally by stowing away inside a suitcase. An aerial shot reveals that his initial destination was Cape Town, South Africa. He is then seen wandering around Johannesburg at one point, walking past Nelson Mandela Bridge and a set of railway tracks in Braamfontein. He then earns enough money, which appears to be ZAR 67.05 (roughly equivalent to GBP 5.34 or US$8.40), by busking on the street, which shows portions of the song's lyrics in sync, to buy a bike; the shopkeeper suggests a unicycle instead. After a seemingly hopeless wander on his new unicycle (in which Martin takes off his elephant head for a second), he comes across three other elephants, who are the rest of Coldplay, playing the song in the veld. Will Champion is dressed as Snorky from the fictional band The Banana Splits, identifiable by his glasses and polka-dot ears. He starts playing with them, and the band eventually play a sell-out stadium concert together, before returning to the veld where they run towards the camera. The video was shot on location in London, Cape Town, the Klein Karoo in the Western Cape and Johannesburg. The zoo that Martin escapes from is Paradise Wildlife Park in Broxbourne, Hertfordshire. The bike shop shown is Woodstock Cycleworks in Woodstock, Cape Town. The concert segment was filmed during Coldplay's Mylo Xyloto Tour concert at the FNB Stadium on 8 October 2011. After performing this song live, the band donned their elephant heads and gloves and pretended to perform as the last minute of the studio recording played. The concertgoers were encouraged to cheer and sing along as if they were actually performing. As of 2023, the video has over 1.796 billion views on YouTube.

Another music video was directed by Shynola, who had directed the video for ""Strawberry Swing"". The video was intended as the first incarnation for the video before the band came up with the elephant concept. The promo pictures the life of a little girl that comes out from jail. A special video of ""Paradise"" was created for the 2012 Summer Paralympics and shown between event breaks. This version featured clips of Paralympian Athletes competing in events.

The song was met with positive reviews from the majority of music critics. Billboard gave a positive review calling the track ""another slice of hug-warm ecstasy"" and gave praise to the ""boiling strings, rattling synthesizers, and bass-heavy-beats"" saying ""it shows they know how to bring a few new tricks to the table"". Both Q and Rolling Stone offered similar praise, and also noted that it was another step in the right direction. Altsounds.com gave a similar review remarking that there are ""Drums that you would expect in a Rihanna song and melodies you would expect from a band like Friendly Fires and the ""oohs"" from 3OH!3 is what you first hear. That is, of course, until Chris Martin's vocals come into play and there is no doubt in your mind that this is Coldplay. A wonderful chorus of ""para-para-paradise"" reminds you just how good they really are. It will remain with you for weeks to come, like that new piece of clothing you just can't get enough of"". <a href=""http://www.last.fm/music/Coldplay/_/Paradise"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
69uxyAqqPIsUyTO8txoP2M,Adventure of a Lifetime,Coldplay,A Head Full of Dreams,04-12-2015,77,263786,7922304,891416,"pop, rock, alternative, pop rock, Disco","""Adventure of a Lifetime"" is the first single to be released from Coldplay’s 7th studio album, ""A Head Full of Dreams"" (album released on December 4, 2015). The track is the 5th song on the album and it had its global on-air premiere on BBC Radio 2 on November 6, 2015. <a href=""http://www.last.fm/music/Coldplay/_/Adventure+Of+A+Lifetime"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
7D0RhFcb3CrfPuTJ0obrod,Sparks,Coldplay,Parachutes,10-07-2000,85,227093,22446809,1799677,"rock, alternative, Coldplay, Mellow, britpop","“Sparks” is an acoustic song by the British rock band Coldplay. It’s the fourth track off of Coldplay’s debut album, ""Parachutes"".

This acoustic love song is about a person who tries to get someone to remember them again. They go on about their relationship, and how he saw “sparks” of love when they were together. <a href=""http://www.last.fm/music/Coldplay/_/Sparks"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
3ou9rSNUQnE7XYmJkUUIOc,Green Eyes,Coldplay,A Rush of Blood to the Head,27-08-2002,63,223040,6320355,950319,"rock, Coldplay, alternative, britpop, british","The seventh track off of A Rush of Blood to the Head has a country-rock vibe to it.

Chris Martin wrote “Green Eyes” as a ballad for a former girlfriend who, obviously, had green eyes. When Chris started dating Gwyneth Paltrow in 2002, he decided against performing the song live as it offended her. Instead, he chose to play “Moses,” a song written for Paltrow.

Later he said the following about the discussion: “It’s not about the right person. It’s like an old pair of trousers, it doesn’t fit.” <a href=""http://www.last.fm/music/Coldplay/_/Green+Eyes"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
